-1.400000	-1.400000
-1.400000	-1.240000
-1.400000	-1.080000
-1.400000	-0.920000
-1.400000	-0.760000
-1.400000	-0.600000
-1.400000	-0.440000
-1.400000	-0.280000
-1.400000	-0.120000
-1.400000	0.040000
-1.400000	0.200000
-1.400000	0.360000
-1.400000	0.520000
-1.400000	0.680000
-1.400000	0.840000
-1.400000	1.000000
-1.400000	1.160000
-1.400000	1.320000
-1.240000	-1.400000
-1.240000	-1.240000
-1.240000	-1.080000
-1.240000	-0.920000
-1.240000	-0.760000
-1.240000	-0.600000
-1.240000	-0.440000
-1.240000	-0.280000
-1.240000	-0.120000
-1.240000	0.040000
-1.240000	0.200000
-1.240000	0.360000
-1.240000	0.520000
-1.240000	0.680000
-1.240000	0.840000
-1.240000	1.000000
-1.240000	1.160000
-1.240000	1.320000
-1.080000	-1.400000
-1.080000	-1.240000
-1.080000	-1.080000
-1.080000	-0.920000
-1.080000	-0.760000
-1.080000	-0.600000
-1.080000	-0.440000
-1.080000	-0.280000
-1.080000	-0.120000
-1.080000	0.040000
-1.080000	0.200000
-1.080000	0.360000
-1.080000	0.520000
-1.080000	0.680000
-1.080000	0.840000
-1.080000	1.000000
-1.080000	1.160000
-1.080000	1.320000
-0.920000	-1.400000
-0.920000	-1.240000
-0.920000	-1.080000
-0.920000	-0.920000
-0.920000	-0.760000
-0.920000	-0.600000
-0.920000	-0.440000
-0.920000	-0.280000
-0.920000	-0.120000
-0.920000	0.040000
-0.920000	0.200000
-0.920000	0.360000
-0.920000	0.520000
-0.920000	0.680000
-0.920000	0.840000
-0.920000	1.000000
-0.920000	1.160000
-0.920000	1.320000
-0.760000	-1.400000
-0.760000	-1.240000
-0.760000	-1.080000
-0.760000	-0.920000
-0.760000	-0.760000
-0.760000	-0.600000
-0.760000	-0.440000
-0.760000	-0.280000
-0.760000	-0.120000
-0.760000	0.040000
-0.760000	0.200000
-0.760000	0.360000
-0.760000	0.520000
-0.760000	0.680000
-0.760000	0.840000
-0.760000	1.000000
-0.760000	1.160000
-0.760000	1.320000
-0.600000	-1.400000
-0.600000	-1.240000
-0.600000	-1.080000
-0.600000	-0.920000
-0.600000	-0.760000
-0.600000	-0.600000
-0.600000	-0.440000
-0.600000	-0.280000
-0.600000	-0.120000
-0.600000	0.040000
-0.600000	0.200000
-0.600000	0.360000
-0.600000	0.520000
-0.600000	0.680000
-0.600000	0.840000
-0.600000	1.000000
-0.600000	1.160000
-0.600000	1.320000
-0.440000	-1.400000
-0.440000	-1.240000
-0.440000	-1.080000
-0.440000	-0.920000
-0.440000	-0.760000
-0.440000	-0.600000
-0.440000	-0.440000
-0.440000	-0.280000
-0.440000	-0.120000
-0.440000	0.040000
-0.440000	0.200000
-0.440000	0.360000
-0.440000	0.520000
-0.440000	0.680000
-0.440000	0.840000
-0.440000	1.000000
-0.440000	1.160000
-0.440000	1.320000
-0.280000	-1.400000
-0.280000	-1.240000
-0.280000	-1.080000
-0.280000	-0.920000
-0.280000	-0.760000
-0.280000	-0.600000
-0.280000	-0.440000
-0.280000	-0.280000
-0.280000	-0.120000
-0.280000	0.040000
-0.280000	0.200000
-0.280000	0.360000
-0.280000	0.520000
-0.280000	0.680000
-0.280000	0.840000
-0.280000	1.000000
-0.280000	1.160000
-0.280000	1.320000
-0.120000	-1.400000
-0.120000	-1.240000
-0.120000	-1.080000
-0.120000	-0.920000
-0.120000	-0.760000
-0.120000	-0.600000
-0.120000	-0.440000
-0.120000	-0.280000
-0.120000	-0.120000
-0.120000	0.040000
-0.120000	0.200000
-0.120000	0.360000
-0.120000	0.520000
-0.120000	0.680000
-0.120000	0.840000
-0.120000	1.000000
-0.120000	1.160000
-0.120000	1.320000
0.040000	-1.400000
0.040000	-1.240000
0.040000	-1.080000
0.040000	-0.920000
0.040000	-0.760000
0.040000	-0.600000
0.040000	-0.440000
0.040000	-0.280000
0.040000	-0.120000
0.040000	0.040000
0.040000	0.200000
0.040000	0.360000
0.040000	0.520000
0.040000	0.680000
0.040000	0.840000
0.040000	1.000000
0.040000	1.160000
0.040000	1.320000
0.200000	-1.400000
0.200000	-1.240000
0.200000	-1.080000
0.200000	-0.920000
0.200000	-0.760000
0.200000	-0.600000
0.200000	-0.440000
0.200000	-0.280000
0.200000	-0.120000
0.200000	0.040000
0.200000	0.200000
0.200000	0.360000
0.200000	0.520000
0.200000	0.680000
0.200000	0.840000
0.200000	1.000000
0.200000	1.160000
0.200000	1.320000
0.360000	-1.400000
0.360000	-1.240000
0.360000	-1.080000
0.360000	-0.920000
0.360000	-0.760000
0.360000	-0.600000
0.360000	-0.440000
0.360000	-0.280000
0.360000	-0.120000
0.360000	0.040000
0.360000	0.200000
0.360000	0.360000
0.360000	0.520000
0.360000	0.680000
0.360000	0.840000
0.360000	1.000000
0.360000	1.160000
0.360000	1.320000
0.520000	-1.400000
0.520000	-1.240000
0.520000	-1.080000
0.520000	-0.920000
0.520000	-0.760000
0.520000	-0.600000
0.520000	-0.440000
0.520000	-0.280000
0.520000	-0.120000
0.520000	0.040000
0.520000	0.200000
0.520000	0.360000
0.520000	0.520000
0.520000	0.680000
0.520000	0.840000
0.520000	1.000000
0.520000	1.160000
0.520000	1.320000
0.680000	-1.400000
0.680000	-1.240000
0.680000	-1.080000
0.680000	-0.920000
0.680000	-0.760000
0.680000	-0.600000
0.680000	-0.440000
0.680000	-0.280000
0.680000	-0.120000
0.680000	0.040000
0.680000	0.200000
0.680000	0.360000
0.680000	0.520000
0.680000	0.680000
0.680000	0.840000
0.680000	1.000000
0.680000	1.160000
0.680000	1.320000
0.840000	-1.400000
0.840000	-1.240000
0.840000	-1.080000
0.840000	-0.920000
0.840000	-0.760000
0.840000	-0.600000
0.840000	-0.440000
0.840000	-0.280000
0.840000	-0.120000
0.840000	0.040000
0.840000	0.200000
0.840000	0.360000
0.840000	0.520000
0.840000	0.680000
0.840000	0.840000
0.840000	1.000000
0.840000	1.160000
0.840000	1.320000
1.000000	-1.400000
1.000000	-1.240000
1.000000	-1.080000
1.000000	-0.920000
1.000000	-0.760000
1.000000	-0.600000
1.000000	-0.440000
1.000000	-0.280000
1.000000	-0.120000
1.000000	0.040000
1.000000	0.200000
1.000000	0.360000
1.000000	0.520000
1.000000	0.680000
1.000000	0.840000
1.000000	1.000000
1.000000	1.160000
1.000000	1.320000
1.160000	-1.400000
1.160000	-1.240000
1.160000	-1.080000
1.160000	-0.920000
1.160000	-0.760000
1.160000	-0.600000
1.160000	-0.440000
1.160000	-0.280000
1.160000	-0.120000
1.160000	0.040000
1.160000	0.200000
1.160000	0.360000
1.160000	0.520000
1.160000	0.680000
1.160000	0.840000
1.160000	1.000000
1.160000	1.160000
1.160000	1.320000
1.320000	-1.400000
1.320000	-1.240000
1.320000	-1.080000
1.320000	-0.920000
1.320000	-0.760000
1.320000	-0.600000
1.320000	-0.440000
1.320000	-0.280000
1.320000	-0.120000
1.320000	0.040000
1.320000	0.200000
1.320000	0.360000
1.320000	0.520000
1.320000	0.680000
1.320000	0.840000
1.320000	1.000000
1.320000	1.160000
1.320000	1.320000
